Time,Symbol,Open,High,Low,Last,Change,%Chg,Volume
10/2/17,PYPL,64.5,66.41,63.69,66.05,2.02,3.15%,5760620
9/25/17,PYPL,65,65,62.365,64.03,-1.05,-1.61%,8025700
9/18/17,PYPL,62.62,65.24,62.52,65.08,2.58,4.13%,8167300
9/11/17,PYPL,61.73,63.26,61.58,62.5,1.37,2.24%,7312420
9/4/17,PYPL,61.26,62.13,60.58,61.13,-0.33,-0.54%,5258775
8/28/17,PYPL,60.31,62.23,59.63,61.46,1.49,2.48%,4860360
8/21/17,PYPL,59.33,61,58.755,59.97,0.53,0.89%,4548660
8/14/17,PYPL,58.61,60.7,58.27,59.44,1.4,2.41%,6237920
8/7/17,PYPL,59.18,59.88,57.58,58.04,-0.82,-1.39%,6889400
7/31/17,PYPL,59.37,59.71,58.32,58.86,-0.34,-0.57%,7086260
7/24/17,PYPL,58.9,61.3,57.69,59.2,0.53,0.90%,12414580
7/17/17,PYPL,57.53,59.38,57.02,58.67,1.51,2.64%,8117960
7/10/17,PYPL,54.91,58.63,54.33,57.16,3.19,5.91%,12708840
7/3/17,PYPL,54.14,54.75,52.83,53.97,0.3,0.56%,6757000
6/26/17,PYPL,54.44,55.1,52.52,53.67,-0.66,-1.21%,8076460
6/19/17,PYPL,52.28,54.53,52.11,54.33,2.49,4.80%,6833880
6/12/17,PYPL,52.81,52.9,50.83,51.84,-1.56,-2.92%,11328460
6/5/17,PYPL,53.77,55.14,52.85,53.4,-0.12,-0.22%,7975340
5/29/17,PYPL,50.96,53.64,50.86,53.52,2.33,4.55%,9919350
5/22/17,PYPL,49.45,51.39,49.35,51.19,1.8,3.64%,7264240
5/15/17,PYPL,49.31,50.35,48.89,49.39,0.02,0.04%,6879440
5/8/17,PYPL,49.43,49.8,48.81,49.37,0.07,0.14%,5680940
5/1/17,PYPL,47.39,49.44,47.32,49.3,1.58,3.31%,10999240
4/24/17,PYPL,44.09,48.1,43.95,47.72,3.91,8.92%,13676280
4/17/17,PYPL,42.6,44,42.6,43.81,1.26,2.96%,4920760
4/10/17,PYPL,43.07,43.55,42.06,42.55,-0.49,-1.14%,4716800
4/3/17,PYPL,43.2,43.34,42.26,43.04,0.02,0.05%,5600680
3/27/17,PYPL,42.69,43.8,42.58,43.02,-0.11,-0.26%,4613480
3/20/17,PYPL,43.1,43.61,42.45,43.13,0.05,0.12%,6790880
3/13/17,PYPL,42.87,43.3,41.74,43.08,0.09,0.21%,6403060
3/6/17,PYPL,42.98,43.28,42.45,42.99,-0.04,-0.09%,4627080
2/27/17,PYPL,42.89,43.04,41.99,43.03,-0.04,-0.09%,5354820
2/20/17,PYPL,41.93,43.07,41.83,43.07,1.11,2.65%,5604275
2/13/17,PYPL,40.83,42.31,40.74,41.96,1.38,3.40%,6143740
2/6/17,PYPL,39.64,40.99,39.34,40.58,0.99,2.50%,7255460
1/30/17,PYPL,40.17,40.27,39.02,39.59,-0.68,-1.69%,9062820
1/23/17,PYPL,41.86,42.5,39.92,40.27,-1.42,-3.41%,11688960
1/16/17,PYPL,41.6,41.72,41.03,41.69,0.09,0.22%,5556375
1/9/17,PYPL,41.49,41.84,40.83,41.6,0.15,0.36%,4060400
1/2/17,PYPL,40.29,41.72,40,41.45,1.98,5.02%,6767975
